id,start_time,geom,goal
28,2024-01-01 00:00:26,"LINESTRING (5.791290142350143 18.714450141434888, 5.763499731700642 17.40647910615412, 5.72290359505671 16.120805109948755, 5.69853990726752 14.80886847610063, 5.6558497419201 13.522227372313617, 5.631552856345705 12.210402786931255, 5.5827180678421335 10.924699768762206, 5.5612603570325385 9.610834587846165, 5.503369740845811 8.321056915811832, 5.493555781129882 7.003321856705274, 5.436957525367439 5.721410530469626, 5.429808426105709 4.404004437225235, 5.369817383133552 3.122209362750175, 5.360112186151109 1.805848238123079, 5.2374539288819575 0.503308385757208, 5.213771942187253 -0.9406843695243401, 5.195350228501792 -2.104274762948233, 4.580009122885073 -2.860861200163428, 3.101249965742268 -3.1129585212434026, 2.337456817480184 -4.064215056054536, 2.3347401069511853 -5.664133795659133, 2.8305081186239955 -6.6236813979740115, 2.7249953946297945 -8.231983289057016, 3.3479945897071426 -9.155252054101076, 3.196383821618957 -10.710960069164212, 3.8545184079683152 -11.6798866419792, 3.667938796696041 -13.18403085682072, 4.340238488730502 -14.175997033914292, 4.093022886523669 -15.561017435837401, 4.809257147876929 -16.678149128767316, 4.606966554107108 -18.19064406040453, 5.329234681872965 -19.32209940035564)",POINT (4.807906152630237 -20)
29,2024-01-01 00:00:27,"LINESTRING (18.757761840874227 -7.928207280953925, 17.515675135213357 -7.5450131968474645, 16.317467637793825 -7.163209381799835, 16.113635256578675 -6.675489900897124, 15.047837148296729 -5.680803867486052, 13.674073294338891 -5.6375152796729235, 12.491281395334697 -4.612631198583067, 11.047027762973228 -4.552960960115563, 10.071892461039864 -3.795877026153735, 8.69074591901941 -3.9526611750807583, 7.556558322515485 -3.1404193804802802, 6.120700389609339 -3.2815898829134467, 5.029655587305621 -2.4840890344659377, 3.6081562072189337 -2.630410082364492, 2.461376201980902 -1.8477387883835847, 1.0679503723564836 -1.960071024365797, 0.1355548594140008 -1.1850188751461093, -1.4534498225486587 -1.164197724466413, -2.3776285530630448 -0.4787742349826727, -3.990214255729196 -0.51867539053234, -4.935611430649614 0.1863123506297655, -6.544426360374651 0.143050880225296, -7.50434960001689 0.8606701984740107, -9.10332924210944 0.809129640957442, -10.088870205937472 1.5473314389018682, -11.654552131150192 1.471017144357234, -12.649599880434026 2.215907231962354, -14.166205034096254 2.1075811254302135, -14.685314928178238 1.928521666687536, -16.052446020003394 2.279424516206716, -17.09924863387161 2.9218863672424833, -18.484990180610936 3.204535357619528, -19.38384625956738 4.163138703749512)",POINT (-20 4.027663787495367)
30,2024-01-01 00:00:27,"LINESTRING (-18.700441891704294 -3.2419323271758542, -17.009887375606393 -4.128431714674656, -15.714330125881142 -4.096248806949406, -14.35452629439722 -4.118819489833106, -12.996193433153866 -4.2847693501927875, -11.719175902728914 -4.03685048571504, -10.20180533831622 -4.581236189802408, -9.003468832619166 -4.177878643120125, -7.448381515578594 -4.708720678222024, -6.466174624020484 -4.419923757381104, -4.716398231426369 -4.71261992133898, -3.704373113274291 -4.330243454345824, -2.021012208750604 -4.689020319623942, -0.9521114835568789 -4.258849348845839, 0.7243279201027777 -4.622968472534406, 1.7905892379371982 -4.194823307252019, 3.519321298407151 -4.5157659306512565, 4.519146936315764 -4.675010828987309, 6.266512451387546 -4.3200652780929545, 7.074805207842641 -4.301348516188876, 8.815629214804462 -3.9215424760884434, 9.64200711252441 -3.9051812823183205, 11.386504019589793 -3.4999622671768282, 12.227288847965209 -3.5228839751975456, 13.942959863134146 -3.1524938184824993, 14.8078404349017 -3.138798005975657, 16.505748239446888 -2.7058316050194646, 17.3845136225727 -2.7899428359675222, 19.005262799349836 -2.203636249462319)",POINT (20 -2.2326146582805353)
31,2024-01-01 00:00:27,"LINESTRING (18.8971802634427 16.932026897897206, 17.794360104174167 16.243705691682994, 16.691540313632945 15.55538527812986, 15.588720269724288 14.867063230208295, 14.48590283099034 14.178743776162634, 13.38311233539712 13.490438704009007, 12.281355982568513 12.802536017606673, 11.20754929365226 12.124922102467963, 10.184536867511905 11.539265927525125, 9.008819740939199 10.76594129885651, 7.975957882455246 10.169161146369543, 6.799587249093275 9.389446658257176, 5.750774968362947 8.79873292652767, 4.55503942738028 8.013187316417227, 3.484329464105546 7.408735607507824, 2.3058420497351833 6.607428045659871, 1.2578290798766307 6.010352519444734, 0.0967678336370197 5.214752552024199, -0.9488532930640514 4.629698980753547, -2.1051409149976763 3.831108820662875, -3.154711909210181 3.2559497883074338, -4.306657139211603 2.4520875279441308, -5.359457285196395 1.9009091913963219, -6.508144494310331 1.0927604451451434, -7.572226683133154 0.6194389091419108, -8.709751864289503 -0.2069530763899183, -9.792282884294435 -0.4144525550245571, -10.875235723671292 -1.4627796203868826, -11.94550662583348 -1.511187104748574, -13.018175990843575 -2.49405273917597, -13.795279927062854 -2.5215958744944524, -13.829377559093599 -1.8798545919933534, -14.543755856567062 -1.9710650242899015, -16.107252868848583 -2.5904775089894185, -18.03250405483314 -2.2776164727690107, -19.290898255145212 -2.709941158808367, -19.80886177358158 -3.814398573806132)",POINT (-20 -7.345529111993712)
32,2024-01-01 00:00:27,"LINESTRING (-19.18966859790421 -2.0903093440158886, -17.553214690885365 -2.365667062299791, -16.635053009867725 -2.128183809118835, -14.969097889162462 -2.451680415438617, -14.066183658427388 -2.1792938244787647, -12.388730892557454 -2.53943395832281, -11.472886456030157 -2.251536475453197, -9.809699812549052 -2.628078324430679, -8.879408155478927 -2.324278392467396, -7.231323218967313 -2.716734740898504, -6.28453658331147 -2.3963231540030128, -4.655308662878785 -2.8068519838530546, -3.690052222702773 -2.469622916114737, -2.0817899761756986 -2.898255149787335, -1.0963593197680783 -2.5445314476166154, 0.3294440484737149 -3.08862280138549, 1.6524992487010894 -2.9995409296663014, 2.1879551891791644 -3.100494527326953, 3.0546116401151946 -2.2578877284721566, 3.6074981237118324 -0.4657818998148873, 4.499718646316973 0.3856579892175991, 5.692714459321851 0.2834028406804473, 7.011988961380014 -0.2813420960008867, 8.215017854810425 -0.3448975251541763, 9.521570849411724 -0.9568025606407935, 10.385002873097964 -0.8614817539105958, 11.86491958370721 -0.9982982692067688, 12.882592569178536 -1.6196428917346402, 14.377715882539514 -1.6668403930053957, 15.352742385963127 -2.4310374838234097, 16.854887680504184 -2.345442964862365, 17.891012533232985 -3.1446223988481217, 19.31803947087751 -3.0233695648159964)",POINT (20 -3.5136481488905047)
33,2024-01-01 00:00:27,"LINESTRING (-15.758508746686994 18.754356119096002, -16.13049172369614 17.508712228125262, -16.502481687997108 16.263066962838483, -16.87446328838815 15.017423367894063, -17.246450534265865 13.771779956788924, -17.618462896636878 12.52612462700862, -17.990426110120843 11.280466190656062, -18.36243352681255 10.034812780434315, -18.73438547750794 8.7891472094016, -19.10659671334097 7.432164710638421, -19.505452112959567 6.303698213143009, -19.812841433046778 4.9295922450464715)",POINT (-20 4.55105010851154)
34,2024-01-01 00:00:28,"LINESTRING (-9.8555427390157 18.712601662090012, -10.144142904930195 16.93220675211208, -9.734808138078366 15.86797301786519, -9.789571946536022 14.352755687613861, -9.165960232374113 13.44015500859052, -9.48108129453376 12.182908461088207, -8.853261560956094 10.592701471890068, -9.058852246977699 9.555149051571412, -8.472258124278282 8.019827309231669, -8.713951923122584 6.971810886053107, -8.088923770469162 5.446089173021562, -8.356359354424045 4.371486600394345, -7.716825581163641 2.8756874168210187, -8.00185481406655 1.760917428499518, -7.348191083454678 0.3013931505051657, -7.649389495300043 -0.8610818236657769, -6.98395854145271 -2.2797357770300386, -7.2968556475455 -3.4913288525496577, -6.623905395917481 -4.870567349345549, -6.942681601825609 -6.121436716586068, -6.263288333101 -7.432785005042202, -6.554248512338596 -8.502443024708173, -6.043521079739706 -10.169844277734349, -6.1908981169535116 -11.08431890298558, -5.63986366135077 -12.714489962978357, -5.832839598126629 -13.676492978215446, -5.225026829329824 -15.23744294354683, -5.470575054214584 -16.277072456121168, -4.802725551911921 -17.723770257768543, -5.104548253563348 -18.926058941585143)",POINT (-4.66477286000076 -20)
35,2024-01-01 00:00:29,"LINESTRING (-6.694257097305307 18.779587888522887, -6.3540067397173665 18.558450161118678, -5.905247434264723 17.34321696132095, -6.370129952458015 15.913489774851449, -5.9204686011709695 14.758261810489866, -6.4285427014601675 13.315383355438541, -5.975840730740957 12.149830235287666, -6.48693849899847 10.717649916320914, -6.031453360629464 9.541823814439486, -6.545284712673121 8.120181640231454, -6.087260591383509 6.934117349009427, -6.603601463375318 5.523080037476751, -6.143281503669408 4.326830108784691, -6.661905291938112 2.926449980706505, -6.199506989086761 1.7199658472605897, -6.720201298472799 0.3303726868272834, -6.255944782751337 -0.8863856619503374, -6.778483672571691 -2.2651156983821976, -6.310833502155781 -3.504111612322725, -6.835810804309255 -4.864312727061379, -6.36882242095012 -6.098006613684413, -6.6431351664216045 -6.6605279171409055, -6.80005316549579 -8.216134551028935, -6.633976075731064 -9.263197793288688, -6.828541002981386 -10.815515043921808, -6.605195423684417 -11.869075385791572, -6.874320412741577 -13.419159344543168, -6.558549021756481 -14.468481035873962, -6.967133868398356 -16.017151557119085, -6.490200078365616 -17.101218221189164, -6.956108119696532 -18.51852546056607, -6.441735844263871 -19.73822070494799)",POINT (-6.755891719137484 -20)
36,2024-01-01 00:00:30,"LINESTRING (18.758501394132225 6.956513293816966, 17.53725192325891 6.570955921806928, 16.32673666849992 6.108100036840498, 15.049970367929932 5.775243289757503, 13.833779337986277 5.326325942472412, 12.559209206301736 5.0057695556024795, 11.347659185397395 4.555129705919992, 10.077835317172449 4.230926740385534, 8.984338078712064 2.9223920626544873, 7.708759442706399 2.59714084591928, 6.306657287122103 2.2747518811907446, 5.182112989765944 1.9156091021640924, 3.7965198260522905 1.5853771157075442, 2.677303734123986 1.2208103731223083, 1.2902312513526195 0.8967789589837818, 0.172214078427164 0.5291632098833916, -1.2199123017154272 0.2073711918079109, -2.3272431611654265 -0.1713566151966989, -3.7215486401909628 -0.4877323553977345, -4.819395491036376 -0.8874955600900635, -6.2024703764171045 -1.2059513026605118, -7.273426431169521 -1.6571751675323871, -8.608003196650508 -1.9807598499399115, -9.716710957955067 -2.444064547211361, -11.017774600097276 -2.8044706484154327, -12.350644274317267 -3.3533423445037482, -13.940135146019427 -4.567228158233981, -15.322511255513643 -4.8027973180757355, -16.6362898070607 -4.885840273495476, -17.91224482680872 -4.97354362352639, -19.245666605533682 -4.978522690604406)",POINT (-20 -5.0235745177146915)
37,2024-01-01 00:00:31,"LINESTRING (18.716458535321927 8.337991692878704, 17.40917016466635 8.347752499126642, 16.12090530297294 8.36926741011037, 14.81110232937517 8.376098223723007, 13.522046361861646 8.397033888262598, 12.214247938456058 8.4023380284694, 11.012553788059734 8.464404132302743, 9.620502290952887 8.43809432723495, 8.414889089478912 8.491180605454804, 7.023010811401686 8.460279668539055, 5.818746248416237 8.51825483751744, 4.424743020364653 8.48251335011034, 3.220305577530384 8.545677598725694, 1.8251219444317466 8.502819288101591, 0.6178344703971184 8.567310456701323, -0.7872800485716047 8.514295008341918, -1.9843733278697437 8.596033536552799, -3.258078271966797 8.469871471115441, -4.686492273514681 8.17784577461584, -5.858600834681523 8.562404746661679, -7.210902632163567 8.291375120823918, -8.642186506946604 8.98942410179859, -9.897075332175547 8.70315362929649, -11.242193957455548 8.99631323064943, -12.495872818936801 8.624102295183127, -13.841895482049598 9.03306976026103, -15.092662334591196 8.496726983141919, -16.42313534584244 8.957202608874477, -17.692760740560658 8.419531167506074, -18.98877692017136 8.881511428718504)",POINT (-20 8.729911893125138)
38,2024-01-01 00:00:31,"LINESTRING (-13.824797152614156 18.78596459448297, -14.289656308951876 17.571931714045924, -14.757684853663747 16.36170981403786, -15.365746888060391 15.195519874252417, -15.674342089567146 13.908561775119015, -16.30043567226816 12.766202641144213, -16.464816834633595 11.594057252357931, -16.866628665637922 11.255126966268405, -17.241824206206093 9.916550956392987, -17.326566590949803 8.870903059362156, -17.79641611345389 7.607021210247203, -17.276446103164044 6.485467476765113, -17.732855721004867 5.579975821796166, -18.354414023505704 4.603894541779289, -18.745245954475806 3.6283401337449512, -18.496221648483015 3.4212803555029643, -19.212503765570077 2.9531008546033846)",POINT (-20 2.6585669321133376)
39,2024-01-01 00:00:32,"LINESTRING (-19.684433023170072 18.707518886355633, -19.544917118376535 17.41505173366978, -19.405616281630156 16.122703218477575, -19.26904892725878 14.818699396410087, -19.130573043112594 13.543270836797355, -19.00611396570219 12.252377737878232, -18.953255468750232 11.01671836513527, -18.88332232800785 9.773904629162333, -18.949688299284723 8.60112529536163, -19.058524364634486 7.611548306344894, -18.755224149218904 6.116019181530715, -19.261845258422365 5.207028587358243, -19.856315237888314 4.530150261627224, -19.62674040303818 3.2867473168382406)",POINT (-15.504977365048084 -20)
40,2024-01-01 00:00:32,"LINESTRING (2.358692923075522 -18.790250917118836, 2.8346084891180534 -17.580512192561486, 3.3047662010346226 -16.37376955425697, 3.753775394179127 -15.15065630945029, 4.252885345756858 -13.944073814067927, 4.696205399030739 -12.715864547725989, 5.2072197137040765 -11.510580591317336, 5.646136223471612 -10.291946199702185, 6.159933470356243 -9.090672290142122, 6.598934783701192 -7.8725341493422425, 7.115877922557788 -6.673174828721275, 7.5540152984866324 -5.458347549567314, 8.097044989080247 -4.26959237523086, 8.814550108722448 -3.029662714421138, 9.142468858866033 -1.755470327718498, 9.778481021626733 -0.4753217787992585, 10.073821892326814 0.6795249056479429, 10.73549322310945 1.9509448336763282, 11.004719251354198 3.115074550521167, 11.683934460137616 4.373185257392368, 11.927911021915396 5.5456608251293655, 12.63718736069905 6.791178678514279, 12.845955746029155 7.97743562574166, 13.588124049565787 9.194846366126043, 13.696193258942838 10.400251014152282, 14.564279592157703 11.606243039982882, 14.576713649259357 12.857352099611687, 15.583147958392772 14.001048122658105, 15.599975598850632 15.288544845678027, 16.47479190479982 16.46728536607178, 16.407893624286064 17.82022601861412, 17.2963292169313 18.877638007918797)",POINT (17.61916567979228 20)
41,2024-01-01 00:00:32,"LINESTRING (18.700054896868252 -3.105601380254269, 17.401559132141813 -3.1065796982044, 16.098307678733274 -3.1175646446953817, 14.813681129909432 -3.1154110112808606, 13.793259282056004 -3.0468482777760655, 12.473305289355539 -3.1527082067417256, 11.213292480361815 -3.0867920402130795, 9.902257907322287 -3.192684311869933, 8.617556049333741 -3.1102688490192865, 7.3037213565338925 -3.214853901343034, 6.092978768852855 -3.154237951150918, 5.309018978153259 -3.3063232775063987, 3.8957455517937225 -2.681257172046646, 3.225884989632564 -2.7250238658307424, 1.5574215787153465 -2.821633255006752, 0.6260579187839159 -2.784759890184533, -1.0414871614588879 -2.890518569172595, -1.9723530624355883 -2.8456551101327845, -3.639978066883219 -2.9606961812898005, -4.55979788941279 -2.8935990803003593, -6.154105180885113 -2.949930640557637, -6.931854376365833 -2.7367385810680744, -8.114926892906261 -2.773799400240728, -8.886241353366945 -2.547276010415336, -10.506167409916134 -2.849769027692898, -11.438307994771028 -2.676148189872878, -13.012737479373659 -3.0630241444230073, -13.789474623067246 -2.941941918586502, -15.478295905158937 -3.2308627713757394, -16.352656993015717 -3.0142055236194976, -18.00502758156773 -3.4258007862664788, -18.953124206281526 -3.1274677540416436)",POINT (-20 -3.331359384543835)
42,2024-01-01 00:00:33,"LINESTRING (18.70270482125475 -16.286829184074982, 17.405409624486403 -16.370645544684944, 16.10811429027085 -16.454463330407528, 14.810818921051261 -16.53827878643279, 13.513523556665364 -16.62209638827862, 12.216228590616645 -16.705911416998443, 10.91893422900806 -16.78973076437415, 9.621678543851425 -16.873644137429203, 8.325367228595262 -16.960098722490642, 7.018941342525487 -17.11399179617291, 5.40506050747886 -17.59599986274993, 4.375686173191128 -17.266618903907833, 2.810117393176284 -17.750895144048357, 1.7827315418978138 -17.392828740536064, 0.7111728494922385 -18.03378624069513, -1.2210503814707605 -18.550035585224407, -2.3935499046450515 -18.41603890875565, -3.8212857916990024 -18.604546407460948, -4.993369514271231 -18.44541957546016, -6.415513634627197 -18.665882828966993, -6.938246332245046 -19.323449151152364, -8.235743679697253 -19.348765730461515, -9.539266086640623 -19.201607870723073, -10.833926163664934 -19.24598143503204, -12.136175213217157 -19.07178577047962, -13.432244006961588 -19.15200788931991, -14.732182140671732 -18.927651709979063, -16.031321712981065 -19.0827880639854, -17.325005133207426 -18.734650864895507, -18.630825126376536 -19.13403977353925, -19.873318141936487 -18.535435849590048)",POINT (-20 -18.78735457640972)
