id,start_time,geom,goal
287,2024-01-01 00:03:40,"LINESTRING (-18.70496793887644 -14.309927615916967, -17.40954883377761 -14.198461358697214, -16.11496076955691 -14.087196615087446, -14.823525912910762 -13.976191954115118, -13.537035177166898 -13.871117294818388, -12.238249114316186 -13.760401400855642, -10.947210909869556 -13.65028646710346, -9.648100803618798 -13.53733002298272, -8.43463673208677 -13.427563807574144, -8.115007370793277 -12.869400992298004, -6.83848306563946 -12.601672449129246, -5.515346583606455 -12.710266209111081, -4.244399037716438 -12.42606324574485, -2.922368643199465 -12.555691954451843, -2.24631826885065 -12.035123951214482, -0.5726154530943361 -11.58303664710949, 0.4580296068356797 -11.896767025401322, 2.0286296631528584 -11.45819944296547, 3.0552631262805274 -11.824814448506565, 4.546576824332547 -11.305950894583543, 5.676928079969746 -11.71966769385585, 7.13740033124908 -11.189445867879543, 8.297099164433632 -11.612919669956328, 9.726942603676996 -11.073573711217346, 10.917847242455046 -11.505262380919698, 12.315421272337893 -10.958540215246453, 13.538529054646919 -11.396481204391904, 14.902715613321561 -10.844423820377491, 16.157483048727652 -11.286362138297015, 17.487730297311582 -10.731153126178175, 18.76442448926861 -11.174509119517625)",POINT (20 -10.982982300856921)
288,2024-01-01 00:03:41,"LINESTRING (18.845617232568916 -6.07259887430568, 17.4259715293689 -5.999390151819494, 16.250343441351646 -5.943644826495782, 14.82951812300631 -5.862586511831343, 13.653943708774877 -5.806807855359753, 12.233146969709543 -5.7252645365530945, 11.057545723796805 -5.669999789986965, 9.636778028732456 -5.587900111355433, 8.461144871807074 -5.533241148044065, 7.040413435906798 -5.450481718795343, 5.864879960908217 -5.396434332864961, 4.44508162842347 -5.308117949554368, 3.2595989541842982 -5.244020136743792, 1.8474759794245839 -5.172561924789945, 0.6711551005997494 -5.306941025625287, -0.7522395976053202 -5.016509078422251, -1.9227693854978776 -5.174581459997498, -3.3092451618782706 -4.911932953430939, -4.553634705636023 -5.079097439539251, -5.903504948519459 -4.73552144855271, -7.135542775510839 -4.95736465707366, -8.486381138720033 -4.563138828514665, -9.716641933467189 -4.962452569605385, -11.069419155903162 -4.369299825142879, -12.262523748929144 -4.763317102215316, -13.282193948076104 -4.172488954350511, -14.666921044892543 -4.390157886345703, -15.586289625329613 -3.8367171981969155, -16.49774329491636 -4.2832451866506664, -17.965995204325615 -3.8991254037051566, -19.086770282521602 -4.4526941894059675)",POINT (-20 -4.026852998187389)
289,2024-01-01 00:03:41,"LINESTRING (18.723789693192433 -19.49364461233496, 17.447560560323467 -19.246174278806414, 16.171349810526934 -18.998715620733407, 14.895124385828012 -18.751251465796237, 13.618918615639842 -18.503860798920577, 12.342668166081523 -18.256356748773257, 11.066472918969474 -18.008929031091068, 9.790233684120416 -17.76143393643384, 8.514871257315136 -17.516287838195442, 7.220019011122982 -17.32740941210655, 5.8956404573056895 -17.040854913043706, 4.667697457720008 -16.829148614043167, 3.3445009267154564 -16.540141087450856, 2.1280393165385307 -16.37365595081755, 0.5908042785712331 -16.275805293649785, -0.4766331008419373 -15.840986477843304, -1.9606606121119403 -15.772685794881905, -2.999833879543959 -15.344698119500789, -4.58249878903799 -15.756125022864131, -5.302975638404746 -16.67414026894172, -6.418854284018515 -16.673647257285808, -7.773140644951574 -15.819187359097086, -8.881552827463818 -15.894874326198554, -10.166363685010495 -14.986242489534648, -11.372215513333606 -15.074488514849868, -12.605420610293132 -14.163108710819476, -13.54062347195166 -13.853235404061696, -15.13902228881 -13.387179756295575, -16.037790413103014 -13.13372746400476, -17.63508132412894 -12.665160925621205, -18.536421689089416 -12.415702031648314)",POINT (-20 -11.984825224583481)
290,2024-01-01 00:03:42,"LINESTRING (-0.9530693944567452 -18.90218277945203, -0.2595732021982742 -17.802491678062065, 0.4395957232718861 -16.705851470806905, 1.1308751795853622 -15.604655809971359, 1.8292834148946624 -14.508400598595736, 2.520212124257475 -13.407028660206525, 3.215861898097355 -12.309800622104902, 3.870480566730137 -11.160126985293811, 4.621602203280554 -10.105028389639271, 5.330744837560978 -8.964047696476772, 6.015920062668989 -7.911062460295024, 6.724329405008923 -6.766525486645969, 7.40544272535595 -5.713428942913042, 8.112499052022786 -4.568116589341058, 8.794949700876241 -3.5159685640978555, 9.485992553643648 -2.3844957828821007, 9.818214160792328 -2.1864292978164332, 10.551717192455467 -1.0724080003611771, 11.198474325174413 0.0271020409177687, 11.921425988580658 1.1380742771885637, 12.563654965973544 2.2399472696507443, 13.291599430629363 3.3477419502202364, 13.92779146009588 4.453333861437237, 14.66263170292061 5.555720150824248, 15.287408752335892 6.624697965330988, 16.050019758575004 7.745395935980914, 16.641969518104343 8.845009524633193, 17.42541806317635 9.951832907328937, 17.982053646529906 11.073052440918893, 18.824960005542852 12.143006102732622, 19.25650016697707 13.339279137341762)",POINT (20 14.232473896063496)
291,2024-01-01 00:03:42,"LINESTRING (-19.26683774182998 -7.1845553931879005, -18.6068333864346 -6.176462469358235, -18.907071321132452 -5.447537495545232, -18.23879026143889 -4.469672855340861, -16.718921855427258 -3.169672844414838, -16.158677418632895 -2.150958875985938, -14.606732529699295 -1.003675030731889, -14.005957977810533 -0.165057655840288, -12.691685443513038 1.3424859440569885, -12.174929449446266 2.2467324628587093, -11.206998854907418 3.480590434403655, -10.699290322791672 4.388382776047798, -9.721829935589792 5.5963558206283786, -8.326958614626477 5.895611025405862, -7.567891687103161 6.966716457418135, -7.023585250218464 8.127539681738313, -6.256909393519766 9.040356809365385, -5.876599830360773 10.875519364268156, -5.093792146170494 11.795261107431164, -4.558849248615636 12.336185523156402, -3.8572991574138498 13.863133286995211, -2.743145011072315 14.479170575714628, -1.9881515050723264 16.028483619197583, -1.3611878049203878 16.91517323946496, -0.7438349031316323 18.568466455941827, 0.0227395551160452 19.232955886479353)",POINT (0.1653786690338735 20)
292,2024-01-01 00:03:42,"LINESTRING (18.79206851574627 11.097825704364375, 17.584106195533675 11.578236214843182, 16.377120365536445 12.058605628566697, 15.20770946803982 12.51622934886555, 13.982373388644966 12.959601112745455, 12.788549137378864 13.47297593484259, 11.566904218124757 13.922772732718645, 10.420283003690438 14.467417061617967, 9.149091215438766 14.994852700881365, 7.99732458994451 15.42104278050082, 6.731136622248879 15.950813628128625, 5.576629359485982 16.372484256869445, 4.309465638815257 16.91662724500984, 3.152519918359029 17.319576161588138, 1.8914804204218203 17.877988693985827, 0.7279243390104391 18.25842794411418, -0.5195042627956175 18.85078818154136, -1.7048641744073705 19.16999691426996, -2.8984763933985382 19.899232302694582, -4.259192107700045 19.64252833098844, -4.673738275535013 19.70949578115841, -4.101045795753759 19.93571100259345)",POINT (-3.5887017383968693 20)
293,2024-01-01 00:03:44,"LINESTRING (-10.618123941731945 18.703398044021153, -10.524427953662656 17.40708420461879, -10.430009315266101 16.112860902984476, -10.334043122055538 14.817452911765017, -10.241896770734888 13.524270809658638, -10.137892103868493 12.265071944218601, -10.046467536322242 10.944884943385551, -10.589727777061638 9.994264249433588, -10.260670427283301 8.554703864647122, -10.37274145535672 7.411111815334586, -10.098373453523843 6.199022224026824, -10.479011479224008 4.8777599861494885, -9.861610661371994 3.6190954060640492, -10.044564933267353 2.5742500675170987, -9.41798394158326 2.116475982755709, -7.799094271756804 1.7824899720699472, -6.049531174985654 0.8134549002502803, -5.264654754476822 -0.4189802790901768, -5.476879160155073 -1.7275071295716713, -4.707863534833731 -3.2288240253457534, -4.918291603307126 -4.528423171068629, -5.18595001703161 -5.787266126988864, -5.392082271895556 -7.082154024425242, -5.684409541371527 -8.30815164702839, -5.869063696248459 -9.635706233569255, -6.164538611669702 -10.861583608138272, -6.331921229839592 -12.193536676175265, -6.648084612351006 -13.410709941861118, -7.048098636917409 -13.631404873699733, -7.231496629077977 -14.828356684901948, -7.34395070804072 -16.214944052532303, -7.451212844267607 -17.337212547056243, -7.654537391983354 -18.813814727658265, -7.811589199819204 -19.912762402361434)",POINT (-7.8207103222502266 -20)
294,2024-01-01 00:03:45,"LINESTRING (-19.044564637591925 -4.8892264909571095, -17.158850226478386 -5.1904337324829335, -16.063418969215324 -4.878899155017969, -14.569862488429642 -4.873067639062749, -13.485525987728204 -4.530984623210326, -11.993128690098231 -4.540158277895352, -10.93014961619932 -4.200968154157661, -9.432564364223808 -4.2310771991263, -8.35588298994919 -3.8310063658043654, -6.853630368899298 -3.899431924730521, -5.780840938137985 -3.471417140877895, -4.275025807811352 -3.567032892139445, -3.2296226505738135 -3.0927937278044664, -1.6817609846261359 -2.922235828006554, -0.6467092112561035 -2.7597998103321406, 0.8977207955167257 -2.595876955226024, 1.9321748311190567 -2.429281980712118, 3.474541651401898 -2.272176725288486, 4.454743348415773 -2.5249063169663457, 6.006294100283253 -1.9569287394797752, 7.0334392441669 -2.1915483564485823, 8.56748013157522 -1.5641606038453144, 9.63898830163554 -1.8233750649673874, 11.123500616122278 -1.1718603804667878, 12.183988880148505 -1.4259966246528766, 12.262276921844947 -1.492295909602177, 13.33722113776744 -1.6403048658094939, 14.834327487314988 -0.9579743292703279, 15.92707196536777 -1.1902428725914302, 17.307744897251244 -0.4648594929913353, 18.534215509445268 -0.7275154064370142, 19.73707337283223 0.0095498602939473)",POINT (20 -0.1475978940212473)
295,2024-01-01 00:03:45,"LINESTRING (-18.851839333067073 -19.08109882874484, -17.70367866533057 -18.471404579351063, -16.55551799984894 -17.86171033391564, -15.404014770145823 -17.25639948193413, -14.248219272440672 -16.65488421919418, -13.072549598349688 -16.07080128426778, -11.856571606625069 -15.512583203656254, -11.470871958153273 -15.511714091578218, -10.504112482320021 -16.32470582573047, -9.238187828242452 -16.183496220475753, -8.244833336306264 -15.080150706572876, -6.855781882735977 -14.895186330626101, -6.076731042098297 -13.970255054087572, -4.425070949702565 -13.533742751122197, -3.6023111591428374 -12.537834086337957, -2.1869860465114472 -12.175798803849734, -1.376476276833451 -11.14224874950216, 0.041774845425826 -10.83024674119237, 0.8395005022849051 -9.75621405426111, 2.2529424550722554 -9.470149287316678, 3.0549252934325155 -8.392808493069486, 4.46267127026996 -8.111112732780448, 5.270230279595499 -7.029557232268873, 6.672232353911173 -6.7521394329535145, 7.485450319187012 -5.666431294130026, 8.877626714028718 -5.396080216252616, 9.466432088023039 -4.7173829293971234, 11.047727664780384 -4.1610097915041795, 11.669266344455455 -3.323804499998076, 13.231266157579578 -2.826500453667281, 13.87908788298839 -1.9238836590282464, 15.406514142497622 -1.4969725124426956, 16.09791680070975 -0.5213678830507412, 17.56693583074974 -0.1745022919451613, 18.321840182152357 0.8723920312526439, 19.656255827275228 1.104322146370927)",POINT (20 1.5499362577931983)
296,2024-01-01 00:03:45,"LINESTRING (-19.812968328180983 -3.564737270763146, -18.68091783593173 -2.9509130664601533, -17.571096175181886 -2.3507138923782143, -16.40227966555077 -1.7425222869706163, -15.186894676103629 -1.3525344608791623, -13.29027185119575 -1.694608798498391, -11.909947351323652 -1.1802743321196418, -11.057419973531493 -0.3683182186916111, -9.708301650662749 0.1355146069621358, -8.992649440390364 0.9774717897567493, -8.200015370150233 1.2651379590305174, -6.819172602450665 2.183364204583729, -5.959962757914206 2.5187941131618383, -4.5694945066751 3.4745857910445084, -3.7022678888617255 3.8111511543155467, -2.3214387210657517 4.78640498286213, -1.4488843868304637 5.108296136327933, -0.0762826552593865 6.097845795834507, 0.805317949619623 6.403937881694197, 2.167722416637521 7.411091450845266, 3.060787630451486 7.697338545360936, 4.4101795723107475 8.726937822412058, 5.318120969295023 8.987474684614106, 6.650332896427134 10.046678543062457, 7.577371061465307 10.272787691052622, 8.83486058345036 11.424435538964254, 9.866214243019119 11.601987615542676, 11.069096844500976 12.75710405494856, 12.155708425253573 12.919002970476328, 13.296963422926593 14.07940781837869, 14.451357316081191 14.239898985293777, 15.51795194798024 15.396528340274646, 16.749484905459077 15.566853812694498, 17.733266705306654 16.70600298625526, 19.038104737071077 16.89809202658933, 19.92757789608966 17.999835958895535)",POINT (20 17.63700423253207)
297,2024-01-01 00:03:46,"LINESTRING (18.702469513645863 -15.323667601800885, 17.42100312166141 -15.264936281907845, 16.090207725042056 -15.227939272190843, 14.823876099738134 -15.108206098968102, 13.49486503872827 -15.073107812188153, 12.229761378090663 -14.949589093463496, 10.909771703084733 -14.904494772156022, 9.634708093596178 -14.790482505005096, 8.314320218844227 -14.750304027333934, 7.039673727007823 -14.632870116853258, 5.720126339083422 -14.596343682113936, 4.5972515731996815 -14.502679760505696, 3.9690509583412203 -13.933293488068337, 2.557185969533018 -13.985091688233085, 1.3691875198322325 -13.82439136777825, -0.0388803089779128 -13.890472015023436, -1.1807824103667128 -13.710580038623137, -2.1077257536570078 -12.554064935158591, -3.3378616411029296 -12.350479147629093, -4.704365623479331 -12.672145482608169, -5.933932135582994 -12.427263828512691, -7.304864743416029 -12.789389997003472, -8.536220940156333 -12.482721453060389, -9.921761507431237 -12.925764068244312, -11.144053338292238 -12.479289873044143, -12.51280525757298 -13.022032258022492, -13.904808240794559 -12.565044985530573, -15.277236336607341 -13.107866106573603, -16.52860075415899 -12.658042484616455, -17.851604340418405 -13.205649476540223, -19.137279617085355 -12.753953412678127)",POINT (-20 -13.030738867712476)
298,2024-01-01 00:03:47,"LINESTRING (-18.704757454969066 -15.043287302570887, -17.409996335218093 -14.938867764176836, -16.117017200549196 -14.834234889997377, -14.825676304471939 -14.729380186773632, -13.541692846599416 -14.622455951330155, -12.3860477433091 -14.471324681190096, -12.220825127911313 -14.182123517601937, -11.118536860039336 -13.543769145589282, -9.673835882808486 -13.844964419135346, -8.541910614057803 -13.370321770628909, -7.160977783183659 -13.701552960430933, -6.127529967468032 -14.970469686135203, -5.038572685804339 -15.240928250878204, -3.6811848444160185 -14.548087778662316, -2.4488771040988246 -14.847393953024461, -1.4138084564851747 -14.490584937255983, 0.1944009319326321 -14.711795576781785, 1.1785931291040348 -14.151595603998702, 2.7656784072617304 -14.389217624456501, 3.8187075100857673 -13.781390650836014, 5.338698442277958 -14.057841150587517, 6.408180416523468 -13.4415197428454, 7.903133491879024 -13.730170346891606, 8.99820498405046 -13.102254139717724, 10.466668178545188 -13.402011709599178, 11.588769184206889 -12.763668413823428, 13.029197028372332 -13.073306143115277, 14.179781443378841 -12.42586979660453, 15.594210479577244 -12.742998645333643, 16.99882729125066 -12.060175635096599, 18.521763123103124 -12.37032825873174, 19.722703433018566 -11.733739690777277)",POINT (20 -11.940695288367916)
299,2024-01-01 00:03:48,"LINESTRING (-18.793976838836876 17.95010582528588, -17.587949072094894 17.464789332196027, -16.381958193393693 16.97973919750085, -15.175844069482984 16.49445560575727, -13.969332317029231 16.013272719435296, -12.74949814929187 15.537213576396297, -11.561508240163306 15.044671128014967, -11.371804882665119 14.493614058948461, -10.19935365461333 14.127507315435501, -8.199393903416887 14.1401956405519, -7.065815452674978 13.653500904058566, -5.820319018757183 13.130756117626355, -4.974782752067609 13.216937681166149, -4.4331607283648085 14.205104504984103, -4.86504275624818 14.964601563539341, -4.542840122408353 15.067321397341919, -3.4340220542640045 14.552597987992618, -1.93314846739267 14.9578161366978, -0.5503389414312134 14.370028304795884, 0.3189417804414647 13.637961096936754, 1.704609673723209 13.075563632310196, 2.5613972630482933 12.322143892593697, 3.9610887482987636 11.783948807368109, 4.801633490132784 11.003080575524633, 6.207289048926287 10.51231114452753, 7.235849134470168 10.056915303656716, 8.44729146462043 9.176365121191374, 9.510477777182343 8.752710889008076, 10.868551347876677 7.798449709730207, 11.764768338487 7.4080802882189305, 13.09774823508619 6.4193367520393245, 14.00838807994325 6.083853171052663, 15.305154405246018 5.040353624552593, 16.261905859387983 4.787711487728378, 17.480434570395822 3.6161237449485566, 18.59812071641996 3.439438397927991, 19.566788426432378 2.2739186331565966)",POINT (20 2.3402892450364274)
301,2024-01-01 00:03:50,"LINESTRING (-19.850758842402463 -10.37230134792702, -18.803469630153838 -9.594264562250562, -17.73219831675142 -8.865086449254553, -16.685826649686295 -8.085878473973823, -15.415501909452795 -7.411540682314444, -14.599888497861839 -6.78848689654471, -12.832721652177872 -6.472916544582065, -11.558209688777257 -5.287121413058199, -10.546005769971252 -4.560551413601836, -9.422496867643222 -3.706600971254187, -8.437210886710133 -3.006306379067047, -7.337778563273334 -2.0713957006790062, -6.56920542929992 -1.4734580842794454, -5.212372722301511 -0.4683365453541377, -4.456656160960728 0.0722502946858098, -3.0526102661094576 1.1041757064401212, -2.36834107945997 1.623242555202492, -0.9151101087140345 2.7122467949899773, -0.2464096904112015 3.181160870137416, 1.2008359974891993 4.277663395773908, 1.8775171086404236 4.736803988863937, 3.314187507519292 5.845880180716819, 4.002701063148783 6.291434452887217, 5.420824916712804 7.399124009886768, 6.162034865617974 7.7707513645694855, 7.502404393593043 8.943008345739244, 8.312958719780687 9.267152214196466, 10.080745264633592 9.880616803565934, 10.889405004757961 10.777058021742853, 12.123520153265401 11.50249677416453, 12.8948025530114 12.435801869594327, 14.169290106075302 13.109415840712867, 14.885181289723874 14.110177521040171, 16.20409492548849 14.64659464707849, 16.899651044394847 14.40107481518714, 18.074952034117317 15.032963017750475, 18.59711912822214 16.335639728991733, 19.771641984183468 17.043354484046983)",POINT (20 18.011828244665722)
302,2024-01-01 00:03:50,"LINESTRING (-18.711698443211336 2.027400182758755, -17.40097991211815 2.0152453463439426, -16.112816982183798 2.0967076500867794, -14.801922907482393 2.0810342173914265, -13.513853889019611 2.1661419082811384, -12.204024757690304 2.145793528674552, -10.943952763163212 2.218050296705235, -10.596743975077558 1.8820415061524676, -9.684473558610343 2.0480506986540346, -8.257167720356108 2.0032397028475244, -7.141754426311637 2.1712711056226555, -5.665672690746721 2.095182911254021, -4.542583452031999 2.271142823877348, -3.059667301242948 2.203490093628883, -1.9127190211757352 2.410697664985722, -0.2044948858144451 2.56987772293855, 0.768958949424646 2.5214827087928864, 2.7366453038349583 2.5803336634406837, 3.7052233869738753 2.596963032648274, 5.351685329174456 2.636449424860619, 6.30575958612085 2.6633683275168245, 7.951387773677288 2.702698675926049, 8.904199068584386 2.731331993516305, 10.5435186678421 2.7817445966614898, 11.529928949875302 2.7507297181922348, 13.216705469915052 2.818326164380251, 14.130144056653572 2.8264786053106166, 15.814200336270801 2.9040414002456685, 16.726891182903955 2.8999608612009804, 18.38038904824706 3.0367550658127733, 19.275385327963825 2.9464521415654996)",POINT (20 3.015484065995008)
303,2024-01-01 00:03:50,"LINESTRING (18.701316268304282 -1.0915852978990022, 17.404261794231747 -1.1473556977793617, 16.104624787011424 -1.204056747229356, 14.806853365681718 -1.2602110107435294, 13.507267908421976 -1.3179235154907103, 12.20933120904233 -1.3738210077224997, 10.911226818452407 -1.4305664722856704, 9.950924993091563 -1.2604088915716978, 8.840005170559706 -0.1016592721844449, 7.505020688449546 0.0825160666433118, 6.249566013712776 -0.3682066493555306, 4.916109669186018 -0.1553365917662566, 3.695266346950328 -0.5947133948627014, 2.262951230514533 -0.2312436317277614, 1.0951415534980802 -0.8321580620124255, -0.3240229124629745 -0.4748342668691609, -1.4948780805090447 -1.0861912718705917, -2.895671017634135 -0.7243429427564707, -4.0103324312961215 -1.3206849659631623, -5.482054192218127 -0.9829456712887209, -6.610610388230807 -1.5844813071114492, -8.041196700077583 -1.2327185588333534, -9.047562937497752 -1.7865149353248575, -10.607563961346061 -1.5075517287092888, -11.655561616601307 -2.08757196230043, -13.167767120554446 -1.7818658988859588, -14.25804804171084 -2.382790767235783, -15.672775558265402 -2.03781161998226, -16.86434108689887 -2.6676138467542696, -18.241238015867914 -2.314739996657785, -19.446253113914814 -2.9469837213709535)",POINT (-20 -2.7819532269436955)
304,2024-01-01 00:03:52,"LINESTRING (-18.756939392369574 -19.009261779195946, -17.51387890313691 -18.628735541153677, -16.270821349814835 -18.24821095277323, -15.02861843477105 -17.868379892601755, -13.699304469288649 -16.49235022527833, -12.295940505638853 -16.113575088038075, -11.72169883573056 -15.175732672180276, -11.650094983046873 -13.37339316280759, -11.490890965269385 -12.56720936971401, -10.762598358345649 -10.938749359219287, -9.894350614399029 -10.300447194535476, -8.47665292918121 -10.355657835849524, -6.607403413559567 -9.644386967369554, -5.4278066386870005 -9.657256345787438, -4.019802562010882 -9.413811588860593, -2.6761287812504024 -9.527201850446424, -1.4271582301971155 -9.141110215539376, -0.0942236484280465 -9.280914817328188, 1.1763598161555042 -8.788113281897028, 2.5152440111685452 -9.03918710590177, 3.7611018004450174 -8.507298923876947, 5.1057558558395275 -8.82141014266149, 6.344404285973223 -8.216160098515443, 7.696189280036841 -8.604489501571345, 8.936244950643903 -7.999080227569773, 10.286602723541106 -8.387569060131632, 11.52762546515427 -7.782052937507594, 12.876868963347581 -8.17066370207916, 14.117536644023858 -7.565186295586153, 15.461925500046991 -7.954315302597837, 16.695541581579295 -7.349598550735639, 18.001076153710912 -7.742292311505986, 18.939586984793287 -7.496303809281413)",POINT (20 -7.144968619025046)
305,2024-01-01 00:03:53,"LINESTRING (-18.73045480212982 -7.268457713025445, -17.170722751916777 -6.559990823417467, -15.354985161050804 -6.403923162429382, -14.22709275947682 -6.923596772003536, -12.307384956753587 -6.832509896196674, -11.218019058528157 -7.298677290570817, -9.77057617180662 -7.459046388547582, -8.693816738423951 -7.928975591626605, -7.241146105757478 -8.067763682577588, -6.159208302855323 -8.554425365735636, -4.693394770583822 -8.662404300345898, -3.50821824734863 -9.1210849544574, -1.9608857486964912 -9.223227544692573, -0.8114789818134658 -9.753329928776092, 0.8398178350576022 -9.87781846640446, 1.7850575787205747 -10.434163488941238, 3.4857738694949694 -10.549027013046024, 4.320834468066345 -11.107645974505788, 6.033000099988621 -11.185966320029053, 6.874237907573142 -11.755697618619406, 8.563217394451751 -11.795019598675818, 9.429134748753835 -12.402292919886193, 11.084850558971006 -12.396199793502515, 11.988790871408975 -13.049525806163826, 13.596184999044846 -12.992110846400221, 14.549729895173453 -13.691320749073318, 16.102401841101045 -13.58987668266916, 17.124735909975143 -14.336218990396123, 18.588692615663803 -14.185360402752961, 19.673313627789355 -14.959760931027603)",POINT (20 -14.873365681643566)
306,2024-01-01 00:03:53,"LINESTRING (-19.03402698402099 -8.275357670731397, -17.76321242179298 -7.5010595048163475, -16.8015866503826 -7.059161401370385, -15.535963710562783 -6.262181293534564, -14.564691014749924 -5.742730932051152, -13.238077545282131 -4.98114482828168, -12.278724393968304 -4.508552291906806, -10.95241863107135 -3.744957150678776, -9.993753427269432 -3.2748867000695503, -8.833089278635098 -2.3684154968449196, -7.688145517559169 -2.0213125120930377, -6.549464303031945 -1.1304749908335383, -5.392145960641233 -0.8040420039355828, -4.2673577733546875 0.1059982693199211, -3.5486299148617335 0.6858326138837011, -1.9214347791764714 1.4826745251275022, -1.2195948539132657 1.9004152169789732, 0.3840742070128931 2.682147548077034, 1.0836171710612925 3.104897750246993, 2.6901422213509885 3.881198122964691, 3.3866359747015657 4.3102672737805845, 4.9967863315622125 5.079376084201712, 5.688963998070266 5.516703216668533, 7.303657012391676 6.277123859906113, 7.9902302802629634 6.721741571195972, 9.648339730064349 7.2858055388168665, 10.634022744045241 7.911495361365358, 11.987491188951184 8.519322494877512, 12.921174529626047 9.170227221100044, 14.283002515887508 9.742960219486779, 15.189871901272019 10.440190284510626, 16.58901719352212 10.942260963086412, 17.4324462654256 11.75379800300926, 18.224937786075827 12.1102867855134, 19.730308665274112 13.168062257008645)",POINT (20 12.9433619955788)
307,2024-01-01 00:03:55,"LINESTRING (-15.125533871547056 -18.8555542106042, -15.011183981470156 -17.449763739511916, -14.879905433482161 -16.292577320364742, -14.744538227024934 -14.873507261968436, -14.625909365713836 -13.707352426496804, -14.495943897447725 -12.290887300349986, -14.374695487366397 -11.116131779075761, -14.4084535923088 -9.645351001967716, -14.196718071780522 -8.491473020488648, -14.265691377878179 -7.0462974562411, -14.1765704959585 -6.027265026813553, -14.792572140070634 -5.7173180811483775, -16.361119480327943 -5.102975510095282, -16.96715190373172 -4.217404189027665, -18.524670199723495 -3.024140433432547, -19.235472085769942 -1.2988322049507186, -19.027347700828063 0.0320466781630373, -18.27725215778082 1.1181530308889474, -18.10477763947383 2.4628642857593404, -17.314139382776894 3.5331933158957707, -17.18822306938313 4.895959489435921, -16.34362541817948 5.945269549303598, -16.2810842310761 7.332555339024814, -15.361040971786778 8.343215344742742, -14.900717695169423 9.326599501655231, -14.454878835100118 10.81200669610584, -14.007789643276931 11.746563941263659, -12.960048223361948 12.93657956466793, -12.908724619075425 14.211161946897445, -12.206461714270043 15.41393577202991, -12.445218220434208 16.643128248092033, -11.684830538917499 17.830957791188485, -11.919608797316965 18.920579635855763, -11.155423092655937 19.964693233946456)",POINT (-11.110997747167074 20)
308,2024-01-01 00:03:55,"LINESTRING (-12.009947946578622 -18.722507955147783, -11.814989947909696 -17.45720812897607, -11.430105929551598 -16.86810768254963, -11.562903099024174 -15.423433634516513, -11.267543654548687 -14.397918545753251, -11.624409717751186 -13.349296373213484, -12.441064498248666 -11.751581098750805, -12.30704080768578 -10.464043909687991, -11.966863993010657 -9.268439165007491, -11.935245439225366 -8.578608852350754, -11.5452914229036 -6.955185643251049, -11.436037385342424 -6.038704833636119, -11.112914115843415 -4.363875778296402, -11.032361815399447 -3.413496824247198, -10.795520137726763 -1.6828711286455151, -10.643672830625084 -0.722417353078181, -10.603272880633167 1.1903688442305123, -10.21016495953146 2.167421592785975, -9.842153838571697 4.133271997788842, -9.607427475547334 5.1080446191126985, -9.098876610785702 7.0423083079488915, -8.942654303988567 8.04069562287523, -8.509946903509395 9.66981769992503, -8.437663191448804 10.608844290959217, -7.966778969138881 12.25130641478544, -7.942535453098531 13.167803626628123, -7.51377870643131 14.692584617726904, -7.489480971033012 15.748242088746842, -6.911376686461307 17.22623726720744, -7.092602982432444 18.31956035381815, -6.2947904008456455 19.616556895326884)",POINT (-6.485093022606098 20)
309,2024-01-01 00:03:56,"LINESTRING (-9.746376071094186 -18.708078169015383, -9.727182877773298 -17.451715292896196, -9.75524997895177 -16.15045642957687, -9.70305400481362 -14.936199475839059, -9.727886851670549 -13.662405712414618, -8.793281380379385 -12.670530578507911, -8.814881836629768 -11.385960681862935, -9.19235329802603 -11.035925871609296, -9.248579300228638 -9.738895097822834, -9.290930470476379 -8.44168825289089, -9.341561554316208 -7.150024636712156, -9.387602811073238 -5.8510029077697485, -9.428593458180453 -4.570767613211588, -9.482888000687419 -3.2643379377965527, -9.523326466343917 -2.006615475904466, -9.981615950379577 -0.8830774552166443, -10.33198152842179 1.0859943976427548, -10.211181424670047 2.1730215235752057, -10.360433360316975 3.666831294380547, -10.215954612512304 4.768537481378381, -10.39057244483581 6.261123727224264, -10.215095111927235 7.36640709640346, -10.426254101770084 8.857497795948571, -10.204606844790982 9.965309233229489, -10.472508291392087 11.455197116485158, -10.1714849662958 12.564025782412678, -10.515728553536055 14.049115751205017, -10.030856503319454 15.157668197727851, -10.489495958526938 16.597560408137205, -9.97413581969091 17.81090286506386, -10.452300477716783 19.137860805180594)",POINT (-10.379917106040743 20)
